INCIDENT_NO,INCIDENT_DATE,CASE_NO,CFS_NO,DISTRICT,INCIDENT_TYPE,INCIDENT_DESCRIPTION,INCIDENT_LOCATION_X,LATITUDE_X,LONGITUDE_X,SUBJECT_GENDER,SUBJECT_RACE,SUSPECT_AGE,OFFICER_GENDER,OFFICER_RACE,SNA_NEIGHBORHOOD,CPD_NEIGHBORHOOD,COMMUNITY_COUNCIL_NEIGHBORHOOD
-3924,07/19/2000 01:38:00 AM,20000620,P002010141,DISTRICT 1,9825,CHEMICAL IRRITANT,13XX WALNUT ST,39.1099527157998,-84.5131224417014,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
8890,05/01/2017 11:26:00 AM,2017-224104,CPD170501000548,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,39XX W 8TH ST,39.1053111521908,-84.5815731398113,MALE,BLACK,ADULT,MALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
-4236,10/01/2000 01:15:00 AM,20000932,P002750087,DISTRICT 4,9825,CHEMICAL IRRITANT,X W CORRY ST,39.1279299903349,-84.5085061919407,MALE,WHITE,UNKNOWN,MALE,WHITE,CORRYVILLE,CORRYVILLE,CORRYVILLE
7348,03/27/2014 11:21:00 PM,2014-190510,LCP140327001601,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,13XX JOSEPH ST,39.1732472401086,-84.474988280965,MALE,BLACK,ADULT,MALE,WHITE,BOND HILL,BONDHILL,BOND HILL
-939,08/28/1997 02:38:00 AM,9700590,P972391403,DISTRICT 5,9825,CHEMICAL IRRITANT,14XX MAIN ST,39.1114674155166,-84.5128895000666,MALE,WHITE,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
310,11/20/2004 02:40:00 AM,2004-52078,P043250212,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,18XX BREWSTER AV,39.1438984726969,-84.4673620157361,MALE,WHITE,UNKNOWN,FEMALE,WHITE,EVANSTON,EVANSTON,EVANSTON
721,01/25/2005 09:56:00 PM,2005-61342,P050251661,DISTRICT 3,8223,WEAPON DISCHARGE AT AN ANIMAL,18XX FORBUS ST,39.1243402210112,-84.5597985803903,MALE,WHITE,ADULT,MALE,BLACK,EAST PRICE HILL,SOUTH  FAIRMOUNT,SOUTH FAIRMOUNT
-6178,07/10/2002 09:17:00 PM,20020431,P021911574,DISTRICT 4,9826,INJURY TO PRISONER,8XX LEXINGTON AV,39.1466807217486,-84.4869697175372,MALE,BLACK,UNKNOWN,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE
3860,04/06/2008 09:07:00 AM,2008-112211,LCD080406000451,DISTRICT 4,9826,INJURY TO PRISONER,X W CORRY ST,39.1283099903349,-84.5100861919407,MALE,BLACK,ADULT,MALE,BLACK,CORRYVILLE,CORRYVILLE,CORRYVILLE
-394,01/24/1997 05:20:00 AM,9700033,P970240180,DISTRICT 3,9825,CHEMICAL IRRITANT,32XX WARSAW AV,39.1086812729244,-84.5639237565382,MALE,WHITE,UNKNOWN,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
7114,09/26/2013 11:12:00 PM,2013-185142,LCP130926002062,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,XX W 15TH ST,39.1114042598028,-84.5157974795155,OTHER,UNKNOWN,UNKNOWN,FEMALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-787,06/30/1997 11:57:00 PM,9700434,P971811432,DISTRICT 1,9825,CHEMICAL IRRITANT,10XX SYCAMORE ST,39.1081099723178,-84.5085396587137,MALE,BLACK,UNKNOWN,FEMALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
4525,03/02/2009 06:45:00 PM,2009-127521,CLP090302001367,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,15XX LINN ST,39.1125194368917,-84.5283182619592,FEMALE,BLACK,ADULT,FEMALE,BLACK,WEST END,WEST  END,WEST END
6826,03/24/2013 11:50:00 PM,2013-179288,LCP130324001528,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,78XX NEWBEDFORD AV,39.2058529655777,-84.4578590770217,MALE,BLACK,ADULT,MALE,WHITE,ROSELAWN,ROSELAWN,ROSELAWN
7737,01/25/2015 02:10:00 AM,2015-198353,LCP150125000132,DISTRICT 1,9826,INJURY TO PRISONER,5XX VINE ST,39.1013706871909,-84.5124087472209,MALE,WHITE,ADULT,MALE,BLACK,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
-6722,02/26/2003 02:47:00 AM,20030145,P030570125,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,5XX BOAL ST,39.1140149462295,-84.506625534275,MALE,ASIAN,UNKNOWN,MALE,BLACK,MT. AUBURN,MOUNT  AUBURN,MOUNT AUBURN
-8231,09/24/2004 11:30:00 PM,20040741,P042682095,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,13XX MAIN ST,39.1099320939671,-84.5111424417803,MALE,BLACK,UNKNOWN,FEMALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-3934,07/05/2000 08:06:00 PM,20000630,P001871333,DISTRICT 1,9826,INJURY TO PRISONER,14XX WALNUT ST,39.1109774449046,-84.513468099506,MALE,BLACK,UNKNOWN,MALE,BLACK,OVER-THE-RHINE,OVER-THE-RHINE,OTR
2594,09/12/2006 05:55:00 PM,2006-88283,P062551179,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,58XX MADISON RD,39.1611264984796,-84.394360916993,MALE,BLACK,ADULT,MALE,WHITE,MADISONVILLE,MADISONVILLE,MADISONVILLE
7266,02/19/2014 04:43:00 PM,2014-188991,LCP140219001122,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,30XX WARSAW AV,39.1100894356466,-84.562519692509,MALE,WHITE,ADULT,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
6344,02/27/2012 01:36:00 AM,2012-166794,LCP120227000051,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,4XX PLUM ST,39.0995281945417,-84.5182526599863,MALE,BLACK,ADULT,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
-3360,01/08/2000 01:30:00 AM,20000048,P000080004,DISTRICT 4,9825,CHEMICAL IRRITANT,35XX VAN ANTWERP PL,39.1463149867912,-84.4933845988438,FEMALE,BLACK,UNKNOWN,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE
-4489,11/13/2000 09:42:00 PM,20001187,P003181183,DISTRICT 4,9825,CHEMICAL IRRITANT,8XX CLEVELAND AV,39.1430245457773,-84.4924661869055,MALE,BLACK,UNKNOWN,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE
-454,02/12/1997 09:58:00 PM,9700093,P970431157,DISTRICT 5,9825,CHEMICAL IRRITANT,48XX HAMILTON AV,39.1800135440546,-84.5446651925377,MALE,BLACK,UNKNOWN,MALE,WHITE,NORTHSIDE,COLLEGE  HILL,NORTHSIDE
-5587,10/25/2001 11:00:00 AM,20011012,P012980495,DISTRICT 1,9825,CHEMICAL IRRITANT,10XX GILBERT AV,39.1081824130245,-84.5034398051026,MALE,BLACK,UNKNOWN,MALE,BLACK,PENDLETON,C. B. D. / RIVERFRONT,DOWNTOWN - PENDLETON
329,11/25/2004 09:36:00 PM,2004-52300,P043300976,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,10XX DELHI AV,39.0956278918781,-84.577676615347,MALE,WHITE,ADULT,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,SEDAMSVILLE
3698,01/15/2008 06:35:00 PM,2008-108736,LCP080115001272,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,17XX TUXWORTH AV,39.1228665494675,-84.5947186523031,MALE,WHITE,ADULT,MALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
-878,07/31/1997 08:50:00 AM,9700528,P972120353,DISTRICT 4,9826,INJURY TO PRISONER,5XX CAMDEN AV,39.1520170521861,-84.4960211616532,MALE,BLACK,UNKNOWN,MALE,BLACK,AVONDALE,NORTH AVONDALE,AVONDALE - NORTH AVONDALE
8370,03/04/2016 07:12:00 AM,2016-211213,LCP160304000224,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,21XX FERGUSON RD,39.1237758981571,-84.6002502557364,FEMALE,BLACK,JUVENILE,FEMALE,BLACK,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
491,07/18/2003 10:00:00 PM,2005-60248,P031991806,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,2XX ODEON ST,39.1121043914177,-84.5200306779767,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-7370,10/27/2003 10:49:00 AM,20030796,P033000491,DISTRICT 5,9826,INJURY TO PRISONER,55XX COLERAIN AV,39.1933701935391,-84.5721541381598,MALE,BLACK,UNKNOWN,MALE,BLACK,MT. AIRY,MOUNT AIRY,MOUNT AIRY
7216,12/19/2013 10:40:00 PM,2013-187356,LCP131219001546,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,8XX POPLAR ST,39.11382507539,-84.5299845848019,MALE,BLACK,ADULT,MALE,WHITE,WEST END,WEST  END,WEST END
-5741,12/28/2001 05:12:00 AM,20011173,P013620218,DISTRICT 4,9825,CHEMICAL IRRITANT,22XX VINE ST,39.1218887122278,-84.5144395233258,MALE,BLACK,UNKNOWN,FEMALE,WHITE,MT. AUBURN,MOUNT  AUBURN,MOUNT AUBURN
9440,06/10/2018 04:59:00 PM,2018-236815,CPD180610001030,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,10XX ROSS AV,39.1137258045774,-84.5744265240626,MALE,BLACK,JUVENILE,MALE,BLACK,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
-7626,02/25/2004 02:20:00 PM,20040125,P040560863,DISTRICT 1,9826,INJURY TO PRISONER,17XX RACE ST,39.1148814283067,-84.518633594223,MALE,WHITE,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
2516,08/15/2006 06:32:00 PM,2006-86990,P06227142,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,27XX EUCLID AV,39.1311769832436,-84.507312166124,MALE,BLACK,ADULT,MALE,WHITE,CORRYVILLE,CORRYVILLE,CORRYVILLE
7797,03/10/2015 03:15:00 PM,2015-199892,LCP150310000826,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,18XX VINE ST,39.1160320171819,-84.5163339684165,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
9115,10/05/2017 05:00:00 AM,2017-229432,CPD171005000207,DISTRICT 4,9826,INJURY TO PRISONER,24XX CONCORD ST,39.1260646661155,-84.4934420471551,FEMALE,BLACK,ADULT,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
-6526,11/19/2002 03:08:00 PM,20020781,P023230917,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,16XX ROSS AV,39.1181305663964,-84.5695470534827,MALE,BLACK,UNKNOWN,MALE,BLACK,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
-6700,02/23/2003 10:27:00 PM,20030123,P030551263,DISTRICT 4,9826,INJURY TO PRISONER,2XX E CLIFTON AV,39.11568706457,-84.5126883365895,FEMALE,WHITE,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
5686,01/04/2011 01:53:00 PM,2011-151848,LCP110104000800,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,XX W 9TH ST,39.1061873669561,-84.5153678370274,MALE,BLACK,ADULT,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
540,12/15/2003 07:25:00 PM,2005-60345,033491110,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,11XX ROSEMONT AV,39.1123217630307,-84.5839207938396,MALE,BLACK,ADULT,MALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
-4540,11/24/2000 10:15:00 AM,20001238,P003290299,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,2XX GOODMAN ST,39.1369652823833,-84.5037522007899,FEMALE,WHITE,UNKNOWN,FEMALE,BLACK,CORRYVILLE,CORRYVILLE,CORRYVILLE
8264,12/13/2015 01:11:00 AM,2015-208455,LCP151213000033,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,32XX ERIE AV,39.1401320135074,-84.4248403806552,MALE,TWO OR MORE,ADULT,FEMALE,AMERICAN INDIAN,HYDE PARK,HYDE PARK,HYDE PARK
5476,08/22/2010 01:09:00 AM,2010-147234,LCP100822000086,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,63XX GRACELY DR,39.1067046828791,-84.6878801905901,MALE,WHITE,ADULT,MALE,WHITE,SAYLER PARK,SAYLER  PARK,SAYLER PARK
5231,04/10/2010 04:05:00 PM,2010-142588,LCP100410000931,DISTRICT 3,8223,WEAPON DISCHARGE AT AN ANIMAL,27XX LEHMAN RD,39.1142082675234,-84.5522667912923,OTHER,UNKNOWN,UNKNOWN,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
5633,11/28/2010 07:12:00 PM,2010-150829,LCP101128000993,DISTRICT 4,8223,WEAPON DISCHARGE AT AN ANIMAL,83XX WOODBINE AV,39.213308365959,-84.4658439852474,OTHER,UNKNOWN,UNKNOWN,MALE,WHITE,HARTWELL,HARTWELL,HARTWELL
1396,07/26/2005 01:54:00 AM,2005-70564,P052070153,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,XX E COURT ST,39.1055565249409,-84.5139511038958,MALE,BLACK,ADULT,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
252,11/04/2004 10:59:00 PM,2004-51483,P043091708,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,X W CORRY ST,39.1277699903349,-84.5102461919407,MALE,BLACK,ADULT,MALE,WHITE,CORRYVILLE,CORRYVILLE,CORRYVILLE
-5189,06/07/2001 02:12:00 AM,20010609,P011580133,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,19XX KINNEY AV,39.136366613663,-84.4663982103956,MALE,BLACK,UNKNOWN,MALE,WHITE,EVANSTON,EVANSTON,EVANSTON
6967,07/05/2013 08:18:00 PM,2013-182411,LCP130705001680,DISTRICT 2,9826,INJURY TO PRISONER,7XX DELTA AV,39.1263946782797,-84.4320646422118,MALE,WHITE,ADULT,FEMALE,WHITE,MT. LOOKOUT,MT.  LOOKOUT,MOUNT LOOKOUT
-6294,09/01/2002 06:36:00 PM,20020549,P022441076,DISTRICT 3,9825,CHEMICAL IRRITANT,9XX GRAND AV,39.1087397945492,-84.5613718637683,FEMALE,BLACK,UNKNOWN,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
5036,11/13/2009 12:15:00 AM,2009-138354,LCP091113000013,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,29XX PRICE AV,39.1057631082875,-84.5617002983547,MALE,BLACK,ADULT,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
-7813,05/06/2004 02:19:00 AM,20040313,P041270149,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,42XX GLENWAY AV,39.1137240360739,-84.5841841769918,MALE,WHITE,UNKNOWN,MALE,AMERICAN INDIAN,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
6779,01/28/2013 10:30:00 PM,2013-177847,,DISTRICT 3,9826,INJURY TO PRISONER,10XX SYCAMORE ST,39.1075899723178,-84.5095196587137,MALE,WHITE,ADULT,MALE,BLACK,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
5021,11/22/2009 02:51:00 AM,2009-138140,LCP091122000200,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,2XX E 5TH ST,39.1019661412127,-84.5090315386516,MALE,WHITE,ADULT,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
-1131,11/02/1997 01:20:00 AM,9701380,P97306003,DISTRICT 2,9825,CHEMICAL IRRITANT,64XX KENNEDY AV,39.188284832466,-84.4147076746871,FEMALE,BLACK,UNKNOWN,MALE,BLACK,KENNEDY HEIGHTS,KENNEDY  HEIGHTS,KENNEDY HEIGHTS
4678,04/29/2009 10:15:00 PM,2009-130280,LCP090429002005,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,35XX MONTGOMERY RD,39.1435307454817,-84.469019862513,MALE,BLACK,ADULT,MALE,WHITE,EVANSTON,EVANSTON,EVANSTON
-7126,07/06/2003 02:46:00 PM,20030551,P031570707,DISTRICT 3,9825,CHEMICAL IRRITANT,30XX MCHENRY AV,39.1425296989754,-84.5794362790025,FEMALE,BLACK,UNKNOWN,FEMALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD
6031,07/10/2011 02:07:00 AM,2011-159563,LCP110710000156,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,1XX E 7TH ST,39.103667786297,-84.5121941192638,MALE,BLACK,ADULT,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
8938,05/29/2017 10:40:00 PM,2017-225071,CPD170529001622,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,48XX HAWAIIAN TER,39.1849234043616,-84.5610867593372,FEMALE,BLACK,JUVENILE,MALE,BLACK,MT. AIRY,MOUNT AIRY,MOUNT AIRY
3559,10/21/2007 12:30:00 AM,2007-105766,,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,1XX BROADWAY,39.0970777499566,-84.5054474110016,MALE,WHITE,ADULT,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
6850,03/19/2013 07:07:00 PM,2013-179538,LCP130319001469,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,25XX FLANIGAN CT,39.2043405485056,-84.5761848022346,MALE,BLACK,JUVENILE,MALE,BLACK,MT. AIRY,MOUNT AIRY,MOUNT AIRY
3524,10/17/2007 11:10:00 PM,2007-104918,P072901730,DISTRICT 5,9826,INJURY TO PRISONER,4XX KINGS RUN DR,39.1784370362511,-84.5103225332064,MALE,BLACK,JUVENILE,MALE,BLACK,WINTON HILLS,WINTON HILLS,WINTON HILLS
-3999,07/31/2000 07:18:00 AM,20000695,P002130275,DISTRICT 1,9825,CHEMICAL IRRITANT,13XX VINE ST,39.1105298507924,-84.5145360396934,FEMALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
6028,08/03/2011 12:08:00 AM,2011-159541,LCP110803000009,DISTRICT 1,9826,INJURY TO PRISONER,8XX YORK ST,39.1169885969884,-84.5277245807873,MALE,BLACK,ADULT,MALE,WHITE,WEST END,WEST  END,WEST END
-7151,07/29/2003 07:04:00 PM,20030576,P032101415,DISTRICT 2,9826,INJURY TO PRISONER,36XX TRIMBLE AV,39.1448250375528,-84.4649907368114,MALE,BLACK,UNKNOWN,MALE,BLACK,EVANSTON,EVANSTON,EVANSTON
-8053,08/01/2004 01:47:00 AM,20040555,P042140153,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,27XX BEEKMAN ST,39.1366246416605,-84.5474751097117,MALE,BLACK,UNKNOWN,MALE,WHITE,NORTH FAIRMOUNT,NORTH FAIRMOUNT,NORTH FAIRMOUNT
-6485,11/09/2002 03:08:00 AM,20020740,P023130197,DISTRICT 1,9825,CHEMICAL IRRITANT,10XX SYCAMORE ST,39.1072099723178,-84.5093696587137,FEMALE,BLACK,UNKNOWN,MALE,BLACK,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
6174,10/27/2011 01:25:00 PM,2011-162632,LCP111027000729,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,XX W LIBERTY ST,39.1139334700176,-84.5161208425737,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-7983,07/03/2004 09:19:00 PM,20040485,P041851490,DISTRICT 1,9825,CHEMICAL IRRITANT,11XX RACE ST,39.1072766007294,-84.5161857740959,MALE,WHITE,UNKNOWN,MALE,BLACK,OVER-THE-RHINE,OVER-THE-RHINE,OTR
4293,10/16/2008 08:21:00 PM,2008-121820,LCP081016001535,DISTRICT 3,8223,WEAPON DISCHARGE AT AN ANIMAL,29XX WOODROW AV,39.1398141522617,-84.5864318122197,MALE,BLACK,ADULT,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD
-6010,05/01/2002 12:01:00 AM,20020262,P02120714,DISTRICT 3,9826,INJURY TO PRISONER,24XX HARRISON AV,39.1417168438187,-84.5805557879929,MALE,BLACK,UNKNOWN,MALE,BLACK,WESTWOOD,WESTWOOD,WESTWOOD
1084,04/29/2005 09:10:00 PM,2005-65853,P051191656,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,12XX VINE ST,39.1093262794143,-84.5159113517594,MALE,BLACK,ADULT,MALE,TWO OR MORE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
8571,08/02/2016 06:25:00 PM,2016-216515,LCP160802001260,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,2XX GOODMAN ST,39.1366152823833,-84.5024722007899,FEMALE,BLACK,ADULT,MALE,BLACK,CORRYVILLE,CORRYVILLE,CORRYVILLE
4903,09/11/2009 03:55:21 PM,2009-135499,LCP090911001088,DISTRICT 4,9826,INJURY TO PRISONER,12XX CALIFORNIA AV,39.1767717710547,-84.4764358192061,MALE,BLACK,ADULT,MALE,WHITE,BOND HILL,BONDHILL,BOND HILL
515,08/02/2003 05:49:00 PM,2005-60308,P032141183,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,15XX REPUBLIC ST,39.1124773106519,-84.51626104883,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-8233,09/25/2004 06:23:00 PM,20040743,P042691153,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,7XX ELBERON AV,39.105407081881,-84.5665843148969,MALE,BLACK,UNKNOWN,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
5582,08/20/2010 02:48:00 AM,2010-149547,LCP100820000179,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,35XX READING RD,39.1436301676566,-84.4909052001979,MALE,BLACK,ADULT,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE
-1708,06/18/1998 11:45:00 AM,9800467,P981690529,DISTRICT 3,9826,INJURY TO PRISONER,28XX W 8TH ST,39.1064462469386,-84.5597230418387,FEMALE,BLACK,UNKNOWN,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
-7524,01/08/2004 02:40:00 PM,20040023,P040080890,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,10XX WINFIELD AV,39.1104073277868,-84.5850882475221,MALE,BLACK,UNKNOWN,MALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
-6838,03/30/2003 03:31:00 AM,20030262,P030890215,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,28XX FOUR TOWERS DR,39.1327247308574,-84.5971136715114,MALE,WHITE,UNKNOWN,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD
9375,05/18/2018 12:52:00 PM,2018-235929,CPD180518000694,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,54XX GLENGATE LN,39.1735101808209,-84.4333122635559,MALE,BLACK,ADULT,MALE,BLACK,PLEASANT RIDGE,PLEASANT RIDGE,PLEASANT RIDGE
191,10/18/2004 12:27:00 AM,2004-50707,P042920031,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,9XX E MCMILLAN ST,39.126750783747,-84.4897982600416,MALE,BLACK,ADULT,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
-3811,06/09/2000 02:15:00 AM,20000504,P001610167,DISTRICT 1,9825,CHEMICAL IRRITANT,11XX MAIN ST,39.1081301466187,-84.5107947784439,MALE,WHITE,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
2492,08/07/2006 07:30:00 PM,2006-86638,P062191380,DISTRICT 3,9826,INJURY TO PRISONER,23XX BEEKMAN ST,39.1262725504156,-84.5469574212126,MALE,WHITE,ADULT,MALE,BLACK,SOUTH FAIRMOUNT,SOUTH  FAIRMOUNT,SOUTH FAIRMOUNT
-1827,08/04/1998 09:15:00 PM,9800587,P982161259,DISTRICT 1,9825,CHEMICAL IRRITANT,8XX BANK ST,39.1193106664907,-84.528235981491,MALE,BLACK,UNKNOWN,MALE,BLACK,WEST END,WEST  END,WEST END
-224,10/15/1996 07:20:00 PM,9600379,P962890997,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,17XX CHASE AV,39.1644583771914,-84.5444293987816,MALE,WHITE,UNKNOWN,MALE,WHITE,NORTHSIDE,NORTHSIDE,NORTHSIDE
-5776,01/01/2002 02:28:00 AM,20020027,P020010272,DISTRICT 4,9826,INJURY TO PRISONER,X W CORRY ST,39.1277499903349,-84.5087061919407,FEMALE,BLACK,UNKNOWN,MALE,WHITE,CORRYVILLE,CORRYVILLE,CORRYVILLE
-4222,09/28/2000 07:43:00 PM,20000918,P002721232,DISTRICT 1,9825,CHEMICAL IRRITANT,4XX DAYTON ST,39.11790215352,-84.5249787403134,MALE,BLACK,UNKNOWN,MALE,WHITE,WEST END,WEST  END,WEST END
8405,04/21/2016 09:25:00 AM,2016-212288,LCP160421000418,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,21XX STAEBLER ST,39.1040290213726,-84.5521697163333,MALE,WHITE,ADULT,MALE,WHITE,LOWER PRICE HILL,LOWER PRICE  HILL,LOWER PRICE HILL
-7795,05/05/2004 02:04:00 PM,20040295,P041260761,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,23XX BURNET AV,39.1240921192936,-84.5030174171031,MALE,BLACK,UNKNOWN,MALE,WHITE,MT. AUBURN,MOUNT  AUBURN,MOUNT AUBURN
8929,05/18/2017 12:05:00 AM,2017-225027,180520170010,DISTRICT 5,9826,INJURY TO PRISONER,41XX CHAMBERS ST,39.1612544564905,-84.5343010979814,MALE,WHITE,ADULT,MALE,WHITE,NORTHSIDE,NORTHSIDE,NORTHSIDE
-5787,01/22/2002 09:20:00 PM,20020038,P020221578,DISTRICT 1,9826,INJURY TO PRISONER,14XX ELM ST,39.1109927570197,-84.5194651511237,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
2898,12/30/2006 07:20:00 PM,2007-93834,P063641208,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,18XX CHASE AV,39.1655606198208,-84.5493123784835,MALE,BLACK,JUVENILE,MALE,TWO OR MORE,NORTHSIDE,NORTHSIDE,NORTHSIDE
